text,target
សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative
ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive
ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative
សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive
ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative
ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive
ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive
សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative
ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive
ផលិតផលមិនទាន់គុណភាព,Negative
សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive
ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative
ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive
សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative
ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive
ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive
ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative
សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive
ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative
ផលិតផលមិនទាន់គុណភាព,Positive
សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative
ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive
ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative
សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive
ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive
ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative
ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive
សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative
ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive
ផលិតផលមិនទាន់គុណភាព,Negative
សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive
ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative
ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive
សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive
ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative
ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive
ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative
សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive
ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative
ផលិតផលមិនទាន់គុណភាព,Positive
សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative
ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive
ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive
សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative
ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive
ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative
ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive
សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative
ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive
ផលិតផលមិនទាន់គុណភាព,Negative
សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive
ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive
ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative
សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive
ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative
ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive
ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative
សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive
ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative
ផលិតផលមិនទាន់គុណភាព,Positive
សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive
ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative
ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive
សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative
ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive
ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative
ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive
សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative
ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive
ផលិតផលមិនទាន់គុណភាព,Positive
សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative
ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive
ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative
សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive
ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative
ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive
ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative
សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive
ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive
ផលិតផលមិនទាន់គុណភាព,Negative
សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive
ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative
ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive
សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative
ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive
ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative
ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive
សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive
ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative
ផលិតផលមិនទាន់គុណភាព,Positive
សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative
ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive
ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative
សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive
ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative
ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive
ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive
សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative
ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive
ផលិតផលមិនទាន់គុណភាព,Negative
សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive
ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative
ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive
សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative
ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive
ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive
ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative
សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive
ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative
ផលិតផលមិនទាន់គុណភាព,Positive
សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative
ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive
ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative
សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive
ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive
ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative
ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive
សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative
ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive
ផលិតផលមិនទាន់គុណភាព,Negative
សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive
ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative
ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive
សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive
ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative
ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive
ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative
សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive
ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative
ផលិតផលមិនទាន់គុណភាព,Positive
សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative
ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive
ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive
សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative
ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive
ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative
ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive
សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative
ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive
ផលិតផលមិនទាន់គុណភាព,Negative
សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive
ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive
ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative
សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive
ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative
ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive
ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative
សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive
ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative
ផលិតផលមិនទាន់គុណភាព,Positive
សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive
ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative
ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive
សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative
ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive
ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative
ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive
សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative
ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive
ផលិតផលមិនទាន់គុណភាព,Positive
សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative
ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive
ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative
សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive
ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative
ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive
ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative
សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive
ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive
ផលិតផលមិនទាន់គុណភាព,Negative
សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive
ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative
ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive
សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative
ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive
ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative
ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive
សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive
ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative
ផលិតផលមិនទាន់គុណភាព,Positive
សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative
ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive
ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative
សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive
ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative
ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive
ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive
សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative
ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive
ផលិតផលមិនទាន់គុណភាព,Negative
សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive
ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative
ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive
សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative
ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive
ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive
ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative
សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive
ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative
ផលិតផលមិនទាន់គុណភាព,Positive
សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative
ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive
ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative
សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive
ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive
ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative
នំប៉័ងនេះមានរសជាតិឆ្ងាញ់ណាស់ ស្រស់ៗ និងមានក្លិនឈ្ងុយ,Positive
ខ្សែភាពយន្តថ្មីនេះធ្វើបានល្អណាស់ តួសម្ដែងពូកែៗ រឿងរ៉ាវគួរឱ្យចាប់អារម្មណ៍,Positive
ទូរស័ព្ទថ្មីនេះប្រើប្រាស់ងាយស្រួល ថ្មល្អ កាមេរ៉ាច្បាស់,Positive
បុគ្គលិកមានការរួសរាយរាក់ទាក់ល្អ,Positive
សេវាកម្មដឹកជញ្ជូនលឿន,Positive
កុនដែលទើបចេញថ្មីគួរឱ្យចាប់អារម្មណ៍ តួឯកសម្តែងពូកែ,Positive
កាមេរ៉ាថ្មីនេះថតរូបស្អាត,Positive
សេវាកម្មជួសជុលល្អណាស់ ជាងមានជំនាញ,Positive
ទូរទស្សន៍នេះមានគុណភាពល្អ រូបភាពច្បាស់,Positive
សណ្ឋាគារនេះមានសេវាកម្មល្អណាស់,Positive
កម្មវិធីសិល្បៈនេះគួរឱ្យចាប់អារម្មណ៍,Positive
គុណភាពសម្លៀកបំពាក់ល្អណាស់ តម្លៃសមរម្យ,Positive
ការសម្តែងរបស់តារាចម្រៀងនេះអស្ចារ្យណាស់,Positive
តន្ត្រីកម្សាន្តនៅក្លឹបនេះពិរោះណាស់,Positive
កុំព្យូទ័រនេះដំណើរការល្អ,Positive
កម្មវិធីរាំនេះរីករាយណាស់,Positive
កង់ថ្មីនេះប្រើការបានល្អណាស់,Positive
ការសម្តែងរបាំប្រពៃណីនេះល្អណាស់,Positive
កម្មវិធីសម្តែងសៀកនេះអស្ចារ្យណាស់,Positive
ទូរស័ព្ទនេះថតរូបស្អាត,Positive
កម្មវិធីទូរទស្សន៍នេះមានការច្នៃប្រឌិតខ្ពស់,Positive
សេវាកម្មនៅហាងនេះគួរឱ្យខកចិត្តណាស់,Negative
តម្លៃទំនិញថ្លៃពេក,Negative
កម្មវិធីតន្ត្រីមិនសូវពិរោះ,Negative
អាហារដ្ឋាននេះមិនសូវមានរូបរាងល្អ,Negative
ទូរស័ព្ទនេះប្រើការមិនបានល្អ,Negative
អាជីវកម្មម៉ាស្សា,Negative
មុខងារទូរស័ព្ទមិនសូវច្បាស់,Negative
កម្មវិធីចម្រៀងមិនសូវមានអ្វីថ្មី,Negative
ម៉ាស៊ីនត្រជាក់នេះមិនត្រជាក់សព្វ,Negative
សេវាកម្មដឹកជញ្ជូនយឺត,Negative
កម្មវិធីសម្តែងល្ខោនមិនគួរឱ្យចាប់អារម្មណ៍,Negative
ការសម្តែងរបស់តារានេះមិនសូវមានអ្វីពិសេស,Negative
កុំព្យូទ័រនេះមិនអាចប្រើការមានលទ្ធភាពល្អ,Negative
កម្មវិធីសម្តែងល្ខោនបង្កប់ដោយបញ្ហា,Negative
ការទិញនៅលើគេហទំព័រយ៉ាងងាយស្រួល។,Positive
ខ្ញុំមិនពេញចិត្តជាមួយបទចម្រៀងនេះ។,Negative
បរិយាកាសនៅហាងនេះមិនល្អ។,Negative
រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative
ខ្ញុំចូលចិត្តម៉ាកនេះជាពិសេស។,Positive
ខ្ញុំបានទទួលទំនិញយ៉ាងឆាប់រហ័ស។,Positive
ការបម្រើអតិថិជននៅទីនេះគឺល្អឥតខ្ចោះ។,Positive
បទថ្មីនេះមិនទាក់ចិត្ត។,Negative
ការសម្តែងរបស់តារាសម្តែងគ្មានគុណភាព។,Negative
បទចម្រៀងនេះប៉ះដល់ចិត្តយ៉ាងខ្លាំង។,Positive
ខ្ញុំមានបទពិសោធន៍អាក្រក់ជាមួយសេវាកម្មនេះ។,Negative
ខ្ញុំមានបទពិសោធន៍ល្អជាមួយសេវាកម្មនេះ។,Positive
ខ្ញុំពិតជាផ្អែមល្ហែមជាមួយបទចម្រៀងថ្មីនេះ។,Positive
សេវាកម្មយ៉ាងល្អប្រសើរ។,Positive
សេវាកម្មមិនទាន់បំពេញតាមចិត្តទេ។,Negative
ខ្ញុំពិតជាផ្អែមល្ហែមជាមួយបទចម្រៀងថ្មីនេះ។,Positive
ខ្ញុំពិតជាផ្អែមល្ហែមជាមួយបទចម្រៀងថ្មីនេះ។,Positive
រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative
បទថ្មីនេះមិនទាក់ចិត្ត។,Negative
ការទិញនៅលើគេហទំព័រយ៉ាងងាយស្រួល។,Positive
សេវាកម្មយ៉ាងល្អប្រសើរ។,Positive
ខ្ញុំពិតជាផ្អែមល្ហែមជាមួយបទចម្រៀងថ្មីនេះ។,Positive
ការសម្តែងនៅលើឆាកមិនអាចទាញយកភ្នែកចេញបាន។,Positive
សេវាកម្មនេះធ្វើឱ្យខ្ញុំមានអារម្មណ៍ពេញចិត្ត។,Positive
សេវាកម្មយ៉ាងល្អប្រសើរ។,Positive
ការបម្រើអតិថិជនយឺតខ្លាំង។,Negative
ការទិញនៅលើគេហទំព័រមិនងាយស្រួល។,Negative
ការបម្រើអតិថិជននៅទីនេះគឺល្អឥតខ្ចោះ។,Positive
ការចាក់សម្លេងមានគុណភាពខ្ពស់។,Positive
ការសម្តែងនៅលើឆាកមិនអាចទាញយកភ្នែកចេញបាន។,Positive
ការទិញនៅលើគេហទំព័រមិនងាយស្រួល។,Negative
សេវាកម្មនេះធ្វើឱ្យខ្ញុំមានអារម្មណ៍ពេញចិត្ត។,Positive
ការទិញនៅលើគេហទំព័រមិនងាយស្រួល។,Negative
ការសម្តែងនៅលើឆាកមិនអាចទាញយកភ្នែកចេញបាន។,Positive
សេវាកម្មយ៉ាងល្អប្រសើរ។,Positive
សេវាកម្មនេះធ្វើឱ្យខ្ញុំមានអារម្មណ៍ពេញចិត្ត។,Positive
ភាពយន្តនេះធុញទ្រាន់។,Negative
ភាពយន្តនេះធុញទ្រាន់។,Negative
ការបម្រើអតិថិជនយឺតខ្លាំង។,Negative
បរិយាកាសនៅហាងនេះមិនល្អ។,Negative
សេវាកម្មយ៉ាងល្អប្រសើរ។,Positive
ការចាក់សម្លេងមានគុណភាពខ្ពស់។,Positive
គុណភាពទំនិញល្អណាស់។,Positive
ការចាក់សម្លេងមានបញ្ហា។,Negative
សេវាកម្មមិនទាន់បំពេញតាមចិត្តទេ។,Negative
សេវាកម្មនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative
ខ្ញុំចូលចិត្តម៉ាកនេះជាពិសេស។,Positive
ការចាក់សម្លេងមានបញ្ហា។,Negative
សេវាកម្មមិនទាន់បំពេញតាមចិត្តទេ។,Negative
បទចម្រៀងនេះឆ្លៀតចិត្ត។,Positive
សេវាកម្មមិនទាន់បំពេញតាមចិត្តទេ។,Negative
ភាពយន្តនេះធុញទ្រាន់។,Negative
បទចម្រៀងនេះមិនមានអារម្មណ៍។,Negative
សេវាកម្មមិនទាន់បំពេញតាមចិត្តទេ។,Negative
ខ្ញុំមិនបានទទួលទំនិញតាមពេលកំណត់។,Negative
ការដឹកជញ្ជូនយឺត។,Negative
រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative
ផលិតផលនេះគុណភាពល្អណាស់។,Positive
គុណភាពទំនិញល្អណាស់។,Positive
ការដឹកជញ្ជូនយឺត។,Negative
ភាពយន្តនេះធុញទ្រាន់។,Negative
គុណភាពទំនិញមិនគួរជឿ។,Negative
រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative
បទថ្មីនេះមិនទាក់ចិត្ត។,Negative
ការដឹកជញ្ជូនលឿនល្អឥតខ្ចោះ។,Positive
ខ្ញុំបានទទួលទំនិញយ៉ាងឆាប់រហ័ស។,Positive
ខ្ញុំមិនបានទទួលទំនិញតាមពេលកំណត់។,Negative
រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative
រឿងថ្មីនេះល្អឥតខ្ចោះ។,Positive
ការទិញនៅលើគេហទំព័រមិនងាយស្រួល។,Negative
ការសម្តែងរបស់តារាសម្តែងគួរឱ្យសរសើរ។,Positive
ខ្ញុំមិនបានទទួលទំនិញតាមពេលកំណត់។,Negative
ការចាក់សម្លេងមានបញ្ហា។,Negative
រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative
ការចាក់សម្លេងមានបញ្ហា។,Negative
រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative
ការសម្តែងនៅលើឆាកធុញទ្រាន់។,Negative
បទចម្រៀងនេះមិនមានអារម្មណ៍។,Negative
ខ្ញុំបានទទួលទំនិញយ៉ាងឆាប់រហ័ស។,Positive
សេវាកម្មនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative
សេវាកម្មយ៉ាងល្អប្រសើរ។,Positive
រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative
ខ្ញុំមានបទពិសោធន៍ល្អជាមួយសេវាកម្មនេះ។,Positive
ភាពយន្តនេះល្អលើសការរំពឹងទុក។,Positive
ខ្ញុំបានទទួលទំនិញយ៉ាងឆាប់រហ័ស។,Positive
បទចម្រៀងនេះឆ្លៀតចិត្ត។,Positive
សេវាកម្មយ៉ាងល្អប្រសើរ។,Positive
បទចម្រៀងនេះប៉ះដល់ចិត្តយ៉ាងខ្លាំង។,Positive
រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative
ការបម្រើអតិថិជនយឺតខ្លាំង។,Negative
ការបម្រើអតិថិជននៅទីនេះគឺល្អឥតខ្ចោះ។,Positive
គុណភាពទំនិញល្អណាស់។,Positive
ខ្ញុំមិនពេញចិត្តជាមួយបទចម្រៀងនេះ។,Negative
បទចម្រៀងនេះឆ្លៀតចិត្ត។,Positive
សេវាកម្មនេះធ្វើឱ្យខ្ញុំមានអារម្មណ៍ពេញចិត្ត។,Positive
ខ្ញុំមានបទពិសោធន៍អាក្រក់ជាមួយសេវាកម្មនេះ។,Negative
ភាពយន្តនេះល្អលើសការរំពឹងទុក។,Positive
ខ្ញុំមានបទពិសោធន៍ល្អជាមួយសេវាកម្មនេះ។,Positive
រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative
ការដឹកជញ្ជូនយឺត។,Negative
បទចម្រៀងនេះប៉ះដល់ចិត្តយ៉ាងខ្លាំង។,Positive
ការសម្តែងរបស់តារាសម្តែងគួរឱ្យសរសើរ។,Positive
ការសម្តែងនៅលើឆាកធុញទ្រាន់។,Negative
ការទិញនៅលើគេហទំព័រយ៉ាងងាយស្រួល។,Positive
ការទិញនៅលើគេហទំព័រយ៉ាងងាយស្រួល។,Positive
ភាពយន្តនេះធុញទ្រាន់។,Negative
ភាពយន្តនេះធុញទ្រាន់។,Negative
សេវាកម្មនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative
បទចម្រៀងនេះប៉ះដល់ចិត្តយ៉ាងខ្លាំង។,Positive
ខ្ញុំមិនពេញចិត្តជាមួយបទចម្រៀងនេះ។,Negative
សេវាកម្មយ៉ាងល្អប្រសើរ។,Positive
បទចម្រៀងនេះមិនល្អ។,Negative
បទចម្រៀងនេះប៉ះដល់ចិត្តយ៉ាងខ្លាំង។,Positive
ខ្ញុំមិនបានទទួលទំនិញតាមពេលកំណត់។,Negative
ការបម្រើអតិថិជនយឺតខ្លាំង។,Negative
រឿងថ្មីនេះល្អឥតខ្ចោះ។,Positive
ខ្ញុំមានបទពិសោធន៍អាក្រក់ជាមួយសេវាកម្មនេះ។,Negative
ការទិញនៅលើគេហទំព័រយ៉ាងងាយស្រួល។,Positive
ខ្ញុំមានបទពិសោធន៍អាក្រក់ជាមួយសេវាកម្មនេះ។,Negative
ភាពយន្តនេះល្អលើសការរំពឹងទុក។,Positive
បរិយាកាសនៅហាងនេះល្អឥតខ្ចោះ។,Positive
ការសម្តែងនៅលើឆាកមិនអាចទាញយកភ្នែកចេញបាន។,Positive
បទថ្មីនេះមិនទាក់ចិត្ត។,Negative
បទចម្រៀងនេះមិនល្អ។,Negative
ភាពយន្តនេះធុញទ្រាន់។,Negative
ផលិតផលនេះគុណភាពទាប។,Negative
សេវាកម្មនេះធ្វើឱ្យខ្ញុំមានអារម្មណ៍ពេញចិត្ត។,Positive
ការដឹកជញ្ជូនយឺត។,Negative
បទថ្មីនេះមានទាស់។,Positive
ការសម្តែងរបស់តារាសម្តែងគ្មានគុណភាព។,Negative
ការដឹកជញ្ជូនយឺត។,Negative
ការសម្តែងនៅលើឆាកធុញទ្រាន់។,Negative
គុណភាពទំនិញល្អណាស់។,Positive
ការទិញនៅលើគេហទំព័រយ៉ាងងាយស្រួល។,Positive
បទថ្មីនេះមានទាស់។,Positive
ភាពយន្តនេះធុញទ្រាន់។,Negative
បទចម្រៀងនេះមិនល្អ។,Negative
